NGRAM_SIZE = 6
EMBEDDING_DIM = 10
BATCH_SIZE = 64
INITIAL_LEARNING_RATE = 0.1

Start Training
| epoch 1 | 200/ 10244 batches | lr 0.1000 | ms/batch 2.19 | loss 10.63 | ppl 43091.37
| epoch 1 | 5000/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 9.08 | ppl 9270.59
| epoch 1 | 5200/ 10244 batches | lr 0.1000 | ms/batch 2.07 | loss 9.06 | ppl 9160.51
| epoch 1 | 5400/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 9.02 | ppl 8813.52
| epoch 1 | 5600/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 9.09 | ppl 9484.57
| epoch 1 | 5800/ 10244 batches | lr 0.1000 | ms/batch 2.07 | loss 9.04 | ppl 8956.58
| epoch 1 | 6000/ 10244 batches | lr 0.1000 | ms/batch 2.08 | loss 9.00 | ppl 8572.99
| epoch 1 | 6200/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 9.02 | ppl 8768.65
| epoch 1 | 6400/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 9.02 | ppl 8843.11
| epoch 1 | 6600/ 10244 batches | lr 0.1000 | ms/batch 2.01 | loss 9.00 | ppl 8612.45
| epoch 1 | 6800/ 10244 batches | lr 0.1000 | ms/batch 2.02 | loss 8.98 | ppl 8563.47
| epoch 1 | 7000/ 10244 batches | lr 0.1000 | ms/batch 2.03 | loss 9.01 | ppl 8622.34
| epoch 1 | 7200/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 9.00 | ppl 8503.10
| epoch 1 | 7400/ 10244 batches | lr 0.1000 | ms/batch 2.03 | loss 8.96 | ppl 8281.93
| epoch 1 | 7600/ 10244 batches | lr 0.1000 | ms/batch 2.06 | loss 8.99 | ppl 8480.22
| epoch 1 | 7800/ 10244 batches | lr 0.1000 | ms/batch 2.03 | loss 8.97 | ppl 8334.16
| epoch 1 | 8000/ 10244 batches | lr 0.1000 | ms/batch 2.09 | loss 8.99 | ppl 8533.16
| epoch 1 | 8200/ 10244 batches | lr 0.1000 | ms/batch 2.07 | loss 9.00 | ppl 8598.65
| epoch 1 | 8400/ 10244 batches | lr 0.1000 | ms/batch 2.05 | loss 8.98 | ppl 8593.04
| epoch 1 | 8600/ 10244 batches | lr 0.1000 | ms/batch 2.05 | loss 8.95 | ppl 8102.54
| epoch 1 | 8800/ 10244 batches | lr 0.1000 | ms/batch 2.03 | loss 8.97 | ppl 8337.41
| epoch 1 | 9000/ 10244 batches | lr 0.1000 | ms/batch 2.06 | loss 8.97 | ppl 8377.27
| epoch 1 | 9200/ 10244 batches | lr 0.1000 | ms/batch 2.01 | loss 8.97 | ppl 8369.39
| epoch 1 | 9400/ 10244 batches | lr 0.1000 | ms/batch 2.05 | loss 8.94 | ppl 8120.29
| epoch 1 | 9600/ 10244 batches | lr 0.1000 | ms/batch 2.03 | loss 8.90 | ppl 7793.10
| epoch 1 | 9800/ 10244 batches | lr 0.1000 | ms/batch 2.04 | loss 8.93 | ppl 8032.87
| epoch 1 | 10000/ 10244 batches | lr 0.1000 | ms/batch 2.05 | loss 8.91 | ppl 7877.38
| epoch 1 | 10200/ 10244 batches | lr 0.1000 | ms/batch 2.06 | loss 8.95 | ppl 8279.14
-------------------------------------------------------------------
| end of epoch 1 | time: 67.72s | valid loss 8.11 | valid ppl 3592.30
-------------------------------------------------------------------
Start Training
| epoch 2 | 200/ 10244 batches | lr 0.0900 | ms/batch 2.03 | loss 8.86 | ppl 7411.21
| epoch 2 | 400/ 10244 batches | lr 0.0900 | ms/batch 2.06 | loss 8.88 | ppl 7575.63
| epoch 2 | 600/ 10244 batches | lr 0.0900 | ms/batch 2.01 | loss 8.88 | ppl 7532.97
| epoch 2 | 800/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.87 | ppl 7496.92
| epoch 2 | 1000/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.86 | ppl 7500.25
| epoch 2 | 1200/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.85 | ppl 7516.89
| epoch 2 | 1400/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.87 | ppl 7631.23
| epoch 2 | 1600/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.92 | ppl 7948.07
| epoch 2 | 1800/ 10244 batches | lr 0.0900 | ms/batch 2.03 | loss 8.88 | ppl 7657.03
| epoch 2 | 2000/ 10244 batches | lr 0.0900 | ms/batch 2.02 | loss 8.84 | ppl 7305.41
| epoch 2 | 2200/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.89 | ppl 7702.38
| epoch 2 | 2400/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.91 | ppl 7831.12
| epoch 2 | 2600/ 10244 batches | lr 0.0900 | ms/batch 2.02 | loss 8.89 | ppl 7663.04
| epoch 2 | 2800/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.85 | ppl 7407.63
| epoch 2 | 3000/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.85 | ppl 7428.91
| epoch 2 | 3200/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.84 | ppl 7401.25
| epoch 2 | 3400/ 10244 batches | lr 0.0900 | ms/batch 2.06 | loss 8.81 | ppl 7081.93
| epoch 2 | 3600/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.88 | ppl 7562.19
| epoch 2 | 3800/ 10244 batches | lr 0.0900 | ms/batch 2.06 | loss 8.88 | ppl 7610.50
| epoch 2 | 4000/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.86 | ppl 7528.69
| epoch 2 | 4200/ 10244 batches | lr 0.0900 | ms/batch 2.02 | loss 8.79 | ppl 7000.37
| epoch 2 | 4400/ 10244 batches | lr 0.0900 | ms/batch 2.03 | loss 8.87 | ppl 7583.10
| epoch 2 | 4600/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.81 | ppl 7050.96
| epoch 2 | 4800/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.84 | ppl 7321.67
| epoch 2 | 5000/ 10244 batches | lr 0.0900 | ms/batch 2.03 | loss 8.82 | ppl 7286.08
| epoch 2 | 5200/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.83 | ppl 7226.87
| epoch 2 | 5400/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.84 | ppl 7334.33
| epoch 2 | 5600/ 10244 batches | lr 0.0900 | ms/batch 2.03 | loss 8.84 | ppl 7349.55
| epoch 2 | 5800/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.82 | ppl 7214.24
| epoch 2 | 6000/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.81 | ppl 7072.82
| epoch 2 | 6200/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.88 | ppl 7557.47
| epoch 2 | 6400/ 10244 batches | lr 0.0900 | ms/batch 2.02 | loss 8.84 | ppl 7263.04
| epoch 2 | 6600/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.85 | ppl 7405.36
| epoch 2 | 6800/ 10244 batches | lr 0.0900 | ms/batch 2.04 | loss 8.80 | ppl 7078.77
| epoch 2 | 7000/ 10244 batches | lr 0.0900 | ms/batch 2.06 | loss 8.82 | ppl 7330.53
| epoch 2 | 7200/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.81 | ppl 7132.62
| epoch 2 | 7400/ 10244 batches | lr 0.0900 | ms/batch 2.02 | loss 8.81 | ppl 7087.35
| epoch 2 | 7600/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.80 | ppl 7069.57
| epoch 2 | 7800/ 10244 batches | lr 0.0900 | ms/batch 2.10 | loss 8.80 | ppl 7068.90
| epoch 2 | 8000/ 10244 batches | lr 0.0900 | ms/batch 2.06 | loss 8.87 | ppl 7576.10
| epoch 2 | 8200/ 10244 batches | lr 0.0900 | ms/batch 2.09 | loss 8.73 | ppl 6598.71
| epoch 2 | 8400/ 10244 batches | lr 0.0900 | ms/batch 2.08 | loss 8.76 | ppl 6746.70
| epoch 2 | 8600/ 10244 batches | lr 0.0900 | ms/batch 2.06 | loss 8.81 | ppl 7125.57
| epoch 2 | 8800/ 10244 batches | lr 0.0900 | ms/batch 2.08 | loss 8.79 | ppl 7013.53
| epoch 2 | 9000/ 10244 batches | lr 0.0900 | ms/batch 2.10 | loss 8.81 | ppl 7098.35
| epoch 2 | 9200/ 10244 batches | lr 0.0900 | ms/batch 2.07 | loss 8.81 | ppl 7137.37
| epoch 2 | 9400/ 10244 batches | lr 0.0900 | ms/batch 2.10 | loss 8.81 | ppl 7085.56
| epoch 2 | 9600/ 10244 batches | lr 0.0900 | ms/batch 2.07 | loss 8.80 | ppl 6992.21
| epoch 2 | 9800/ 10244 batches | lr 0.0900 | ms/batch 2.05 | loss 8.80 | ppl 7026.76
| epoch 2 | 10000/ 10244 batches | lr 0.0900 | ms/batch 2.03 | loss 8.85 | ppl 7427.32
| epoch 2 | 10200/ 10244 batches | lr 0.0900 | ms/batch 2.02 | loss 8.87 | ppl 7627.07
-------------------------------------------------------------------
| end of epoch 2 | time: 67.57s | valid loss 8.09 | valid ppl 3536.00
-------------------------------------------------------------------
Start Training
| epoch 3 | 200/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.77 | ppl 6854.92
| epoch 3 | 400/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.73 | ppl 6687.69
| epoch 3 | 600/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.75 | ppl 6735.51
| epoch 3 | 800/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.77 | ppl 6917.12
| epoch 3 | 1000/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.75 | ppl 6687.36
| epoch 3 | 1200/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.74 | ppl 6628.33
| epoch 3 | 1400/ 10244 batches | lr 0.0810 | ms/batch 2.06 | loss 8.76 | ppl 6791.38
| epoch 3 | 1600/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.71 | ppl 6465.40
| epoch 3 | 1800/ 10244 batches | lr 0.0810 | ms/batch 2.07 | loss 8.72 | ppl 6545.35
| epoch 3 | 2000/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.73 | ppl 6508.71
| epoch 3 | 2200/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.70 | ppl 6380.35
| epoch 3 | 2400/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.76 | ppl 6756.56
| epoch 3 | 2600/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.71 | ppl 6449.09
| epoch 3 | 2800/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.75 | ppl 6724.08
| epoch 3 | 3000/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.68 | ppl 6307.10
| epoch 3 | 3200/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.74 | ppl 6616.64
| epoch 3 | 3400/ 10244 batches | lr 0.0810 | ms/batch 2.06 | loss 8.76 | ppl 6788.57
| epoch 3 | 3600/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.70 | ppl 6425.67
| epoch 3 | 3800/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.74 | ppl 6752.63
| epoch 3 | 4000/ 10244 batches | lr 0.0810 | ms/batch 2.00 | loss 8.67 | ppl 6197.03
| epoch 3 | 4200/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.72 | ppl 6510.42
| epoch 3 | 4400/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.69 | ppl 6358.34
| epoch 3 | 4600/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.73 | ppl 6636.87
| epoch 3 | 4800/ 10244 batches | lr 0.0810 | ms/batch 2.07 | loss 8.67 | ppl 6197.43
| epoch 3 | 5000/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.71 | ppl 6393.03
| epoch 3 | 5200/ 10244 batches | lr 0.0810 | ms/batch 2.00 | loss 8.74 | ppl 6659.96
| epoch 3 | 5400/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.72 | ppl 6461.34
| epoch 3 | 5600/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.67 | ppl 6217.40
| epoch 3 | 5800/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.72 | ppl 6463.95
| epoch 3 | 6000/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.72 | ppl 6550.97
| epoch 3 | 6200/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.74 | ppl 6643.29
| epoch 3 | 6400/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.71 | ppl 6386.94
| epoch 3 | 6600/ 10244 batches | lr 0.0810 | ms/batch 2.08 | loss 8.70 | ppl 6443.93
| epoch 3 | 6800/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.70 | ppl 6338.45
| epoch 3 | 7000/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.69 | ppl 6323.97
| epoch 3 | 7200/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.71 | ppl 6473.40
| epoch 3 | 7400/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.76 | ppl 6768.34
| epoch 3 | 7600/ 10244 batches | lr 0.0810 | ms/batch 2.08 | loss 8.77 | ppl 6912.02
| epoch 3 | 7800/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.73 | ppl 6595.60
| epoch 3 | 8000/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.67 | ppl 6170.08
| epoch 3 | 8200/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.70 | ppl 6377.85
| epoch 3 | 8400/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.72 | ppl 6492.33
| epoch 3 | 8600/ 10244 batches | lr 0.0810 | ms/batch 2.07 | loss 8.74 | ppl 6582.69
| epoch 3 | 8800/ 10244 batches | lr 0.0810 | ms/batch 2.04 | loss 8.71 | ppl 6424.53
| epoch 3 | 9000/ 10244 batches | lr 0.0810 | ms/batch 2.05 | loss 8.73 | ppl 6647.31
| epoch 3 | 9200/ 10244 batches | lr 0.0810 | ms/batch 2.06 | loss 8.69 | ppl 6429.02
| epoch 3 | 9400/ 10244 batches | lr 0.0810 | ms/batch 2.03 | loss 8.69 | ppl 6231.69
| epoch 3 | 9600/ 10244 batches | lr 0.0810 | ms/batch 2.06 | loss 8.71 | ppl 6427.66
| epoch 3 | 9800/ 10244 batches | lr 0.0810 | ms/batch 2.08 | loss 8.74 | ppl 6616.39
| epoch 3 | 10000/ 10244 batches | lr 0.0810 | ms/batch 2.01 | loss 8.68 | ppl 6330.62
| epoch 3 | 10200/ 10244 batches | lr 0.0810 | ms/batch 2.02 | loss 8.69 | ppl 6339.71
-------------------------------------------------------------------
| end of epoch 3 | time: 67.41s | valid loss 8.08 | valid ppl 3492.58
-------------------------------------------------------------------
Start Training
| epoch 4 | 200/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.61 | ppl 5844.82
| epoch 4 | 400/ 10244 batches | lr 0.0729 | ms/batch 2.05 | loss 8.61 | ppl 5819.52
| epoch 4 | 600/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.67 | ppl 6213.02
| epoch 4 | 800/ 10244 batches | lr 0.0729 | ms/batch 2.09 | loss 8.64 | ppl 6038.69
| epoch 4 | 1000/ 10244 batches | lr 0.0729 | ms/batch 2.07 | loss 8.58 | ppl 5670.42
| epoch 4 | 1200/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.61 | ppl 5852.19
| epoch 4 | 1400/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.63 | ppl 5982.77
| epoch 4 | 1600/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.61 | ppl 5875.23
| epoch 4 | 1800/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.63 | ppl 5945.69
| epoch 4 | 2000/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.62 | ppl 5931.79
| epoch 4 | 2200/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.60 | ppl 5861.43
| epoch 4 | 2400/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.61 | ppl 5865.53
| epoch 4 | 2600/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.64 | ppl 6002.92
| epoch 4 | 2800/ 10244 batches | lr 0.0729 | ms/batch 2.09 | loss 8.57 | ppl 5588.29
| epoch 4 | 3000/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.61 | ppl 5838.16
| epoch 4 | 3200/ 10244 batches | lr 0.0729 | ms/batch 2.08 | loss 8.62 | ppl 5860.71
| epoch 4 | 3400/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.64 | ppl 5966.81
| epoch 4 | 3600/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.62 | ppl 5966.90
| epoch 4 | 3800/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.65 | ppl 6048.25
| epoch 4 | 4000/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.67 | ppl 6195.27
| epoch 4 | 4200/ 10244 batches | lr 0.0729 | ms/batch 2.05 | loss 8.59 | ppl 5745.33
| epoch 4 | 4400/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.63 | ppl 5944.70
| epoch 4 | 4600/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.66 | ppl 6025.81
| epoch 4 | 4800/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.60 | ppl 5742.72
| epoch 4 | 5000/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.62 | ppl 5929.52
| epoch 4 | 5200/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.61 | ppl 5787.54
| epoch 4 | 5400/ 10244 batches | lr 0.0729 | ms/batch 2.09 | loss 8.63 | ppl 5963.00
| epoch 4 | 5600/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.60 | ppl 5828.96
| epoch 4 | 5800/ 10244 batches | lr 0.0729 | ms/batch 2.05 | loss 8.61 | ppl 5816.31
| epoch 4 | 6000/ 10244 batches | lr 0.0729 | ms/batch 2.01 | loss 8.61 | ppl 5835.78
| epoch 4 | 6200/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.60 | ppl 5753.90
| epoch 4 | 6400/ 10244 batches | lr 0.0729 | ms/batch 2.05 | loss 8.63 | ppl 5967.62
| epoch 4 | 6600/ 10244 batches | lr 0.0729 | ms/batch 2.02 | loss 8.62 | ppl 5895.55
| epoch 4 | 6800/ 10244 batches | lr 0.0729 | ms/batch 2.05 | loss 8.67 | ppl 6204.81
| epoch 4 | 7000/ 10244 batches | lr 0.0729 | ms/batch 2.04 | loss 8.61 | ppl 5820.76
| epoch 4 | 7200/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.62 | ppl 5905.93
| epoch 4 | 7400/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.63 | ppl 5987.39
| epoch 4 | 7600/ 10244 batches | lr 0.0729 | ms/batch 2.07 | loss 8.63 | ppl 5963.86
| epoch 4 | 7800/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.64 | ppl 6065.07
| epoch 4 | 8000/ 10244 batches | lr 0.0729 | ms/batch 2.02 | loss 8.62 | ppl 5883.28
| epoch 4 | 8200/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.62 | ppl 5809.08
| epoch 4 | 8400/ 10244 batches | lr 0.0729 | ms/batch 2.09 | loss 8.61 | ppl 5783.90
| epoch 4 | 8600/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.59 | ppl 5749.96
| epoch 4 | 8800/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.63 | ppl 5936.52
| epoch 4 | 9000/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.60 | ppl 5791.61
| epoch 4 | 9200/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.61 | ppl 5805.72
| epoch 4 | 9400/ 10244 batches | lr 0.0729 | ms/batch 2.01 | loss 8.61 | ppl 5873.37
| epoch 4 | 9600/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.61 | ppl 5870.08
| epoch 4 | 9800/ 10244 batches | lr 0.0729 | ms/batch 2.03 | loss 8.60 | ppl 5731.32
| epoch 4 | 10000/ 10244 batches | lr 0.0729 | ms/batch 2.06 | loss 8.62 | ppl 5822.01
| epoch 4 | 10200/ 10244 batches | lr 0.0729 | ms/batch 2.07 | loss 8.60 | ppl 5738.08
-------------------------------------------------------------------
| end of epoch 4 | time: 67.56s | valid loss 8.10 | valid ppl 3530.92
-------------------------------------------------------------------
Start Training
| epoch 5 | 200/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.53 | ppl 5466.40
| epoch 5 | 400/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.52 | ppl 5331.60
| epoch 5 | 600/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.53 | ppl 5395.31
| epoch 5 | 800/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.53 | ppl 5404.18
| epoch 5 | 1000/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.56 | ppl 5474.18
| epoch 5 | 1200/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.56 | ppl 5535.03
| epoch 5 | 1400/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.57 | ppl 5592.45
| epoch 5 | 1600/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.50 | ppl 5204.04
| epoch 5 | 1800/ 10244 batches | lr 0.0656 | ms/batch 2.10 | loss 8.53 | ppl 5396.93
| epoch 5 | 2000/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.58 | ppl 5703.17
| epoch 5 | 2200/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.49 | ppl 5139.96
| epoch 5 | 2400/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.48 | ppl 5135.33
| epoch 5 | 2600/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.54 | ppl 5465.99
| epoch 5 | 2800/ 10244 batches | lr 0.0656 | ms/batch 2.06 | loss 8.50 | ppl 5241.26
| epoch 5 | 3000/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.53 | ppl 5405.73
| epoch 5 | 3200/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.55 | ppl 5589.75
| epoch 5 | 3400/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.52 | ppl 5277.21
| epoch 5 | 3600/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.52 | ppl 5344.64
| epoch 5 | 3800/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.50 | ppl 5245.62
| epoch 5 | 4000/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.51 | ppl 5301.27
| epoch 5 | 4200/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.57 | ppl 5655.33
| epoch 5 | 4400/ 10244 batches | lr 0.0656 | ms/batch 2.02 | loss 8.54 | ppl 5417.90
| epoch 5 | 4600/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.50 | ppl 5203.93
| epoch 5 | 4800/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.53 | ppl 5389.20
| epoch 5 | 5000/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.51 | ppl 5247.02
| epoch 5 | 5200/ 10244 batches | lr 0.0656 | ms/batch 2.02 | loss 8.56 | ppl 5569.35
| epoch 5 | 5400/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.51 | ppl 5233.05
| epoch 5 | 5600/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.53 | ppl 5338.01
| epoch 5 | 5800/ 10244 batches | lr 0.0656 | ms/batch 2.08 | loss 8.51 | ppl 5331.42
| epoch 5 | 6000/ 10244 batches | lr 0.0656 | ms/batch 2.06 | loss 8.50 | ppl 5315.44
| epoch 5 | 6200/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.55 | ppl 5499.06
| epoch 5 | 6400/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.55 | ppl 5516.77
| epoch 5 | 6600/ 10244 batches | lr 0.0656 | ms/batch 2.04 | loss 8.52 | ppl 5439.92
